ID,Aired,Duration,Episodes,Genres,Popularity,Ranked,Rating,Score,ScoredBy,Source,Status,Studios,Title,Type
133,"Jul 12, 2003 to Sep 27, 2003",24 min. per ep.,12,"Comedy, Ecchi, Romance, School, Slice of Life",810,5688,R+ - Mild Nudity,6.41,50625,Visual novel,Finished Airing,Studio Matrix,Green Green,TV
134,"Oct 9, 2003 to Feb 19, 2004",24 min. per ep.,13,"Action, Psychological, Military, Drama, Sci-Fi",561,1447,R - 17+ (violence & profanity),7.54,50826,Manga,Finished Airing,Madhouse,Gunslinger Girl,TV
135,"Oct 10, 2001 to Mar 26, 2003",23 min. per ep.,75,"Comedy, Game, Shounen, Supernatural",914,332,PG-13 - Teens 13 or older,8.18,36134,Manga,Finished Airing,Studio Pierrot,Hikaru no Go,TV
136,"Oct 16, 1999 to Mar 31, 2001",23 min. per ep.,62,"Action, Adventure, Shounen, Super Power",303,116,PG-13 - Teens 13 or older,8.47,96126,Manga,Finished Airing,Nippon Animation,Hunter x Hunter,TV
137,"Jan 17, 2002 to Apr 17, 2002",24 min. per ep.,8,"Action, Adventure, Shounen, Super Power",1124,151,PG-13 - Teens 13 or older,8.4,35647,Manga,Finished Airing,Nippon Animation,Hunter x Hunter OVA,OVA
138,"Feb 5, 2003 to Apr 16, 2003",22 min. per ep.,8,"Action, Adventure, Shounen, Super Power",1052,209,PG-13 - Teens 13 or older,8.32,39173,Manga,Finished Airing,Nippon Animation,Hunter x Hunter: Greed Island,OVA
139,"Mar 3, 2004 to Aug 18, 2004",24 min. per ep.,14,"Action, Adventure, Shounen, Super Power",1065,152,PG-13 - Teens 13 or older,8.4,38171,Manga,Finished Airing,Nippon Animation,Hunter x Hunter: Greed Island Final,OVA
141,"Jan 6, 2005 to Mar 24, 2005",23 min. per ep.,12,"Mecha, Sci-Fi",3586,6214,R - 17+ (violence & profanity),6.26,3058,Manga,Finished Airing,feel.,Jinki:Extend (Jinki: Extend),TV
142,"Feb 13, 1999 to Jan 29, 2000",24 min. per ep.,44,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",1710,1511,PG-13 - Teens 13 or older,7.52,17744,Manga,Finished Airing,Toei Animation,Kamikaze Kaitou Jeanne,TV
143,"Oct 2, 2004 to Dec 18, 2004",24 min. per ep.,12,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",1383,3342,PG-13 - Teens 13 or older,7.03,20667,Manga,Finished Airing,TNK,Kannazuki no Miko (Destiny of the Shrine Maiden),TV
144,"Jan 31, 2002 to Mar 28, 2002",24 min. per ep.,13,"Drama, Romance, Slice of Life, Supernatural",1418,2517,G - All Ages,7.25,19115,Visual novel,Finished Airing,Toei Animation,Kanon,TV
145,"Oct 2, 1998 to Mar 26, 1999",24 min. per ep.,26,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",635,1174,PG-13 - Teens 13 or older,7.65,42563,Manga,Finished Airing,"Gainax,       J.C.Staff",Kareshi Kanojo no Jijou (His and Her Circumstances),TV
146,"Apr 2, 2004 to Jun 18, 2004",24 min. per ep.,12,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",1429,3751,R+ - Mild Nudity,6.91,22076,Original,Finished Airing,"Gainax,       Shaft",Kono Minikuku mo Utsukushii Sekai (This Ugly Yet Beautiful World),TV
147,"Oct 5, 2003 to Jan 4, 2004",23 min. per ep.,14,"Drama, Romance, Slice of Life",705,1997,R+ - Mild Nudity,7.39,49655,Visual novel,Finished Airing,Studio Fantasia,Kimi ga Nozomu Eien (Rumbling Hearts),TV
148,"Jan 20, 2004 to Apr 5, 2004",24 min. per ep.,12,"Drama, Romance, Slice of Life",3977,4396,PG-13 - Teens 13 or older,6.75,1829,Visual novel,Finished Airing,Studio Deen,Kita e.: Diamond Dust Drops (Diamond Daydreams),TV
149,"Apr 7, 2005 to Jun 30, 2005",24 min. per ep.,12,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",759,2885,PG-13 - Teens 13 or older,7.15,47785,Manga,Finished Airing,J.C.Staff,Loveless,TV
150,"Oct 8, 2005 to Sep 23, 2006",24 min. per ep.,50,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",236,894,R - 17+ (violence & profanity),7.78,99670,Original,Finished Airing,Production I.G,Blood+,TV
151,"Jul 24, 2004 to Sep 25, 2004",45 min. per ep.,3,"Action, Comedy, Ecchi, Sci-Fi, Shoujo Ai",3022,2896,R+ - Mild Nudity,7.15,4921,Manga,Finished Airing,"Gainax,       Toei Animation",Re: Cutie Honey,OVA
152,"Oct 6, 2005 to Mar 30, 2006",23 min. per ep.,24,"Action, Sci-Fi, Super Power",2379,2128,R - 17+ (violence & profanity),7.36,8507,Original,Finished Airing,Gonzo,Solty Rei,TV
153,"Apr 9, 2002 to Aug 30, 2003",25 min. per ep.,45,"Action, Adventure, Fantasy, Magic, Supernatural",939,364,PG-13 - Teens 13 or older,8.15,26399,Light novel,Finished Airing,Studio Pierrot,Juuni Kokuki (The Twelve Kingdoms),TV
154,"Jul 4, 2001 to Sep 25, 2002",23 min. per ep.,64,"Action, Adventure, Comedy, Supernatural, Drama, Shounen",305,807,PG-13 - Teens 13 or older,7.83,107194,Manga,Finished Airing,Xebec,Shaman King,TV
155,3-Aug-96,1 hr. 33 min.,1,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",2063,4739,R - 17+ (violence & profanity),6.67,13768,Manga,Finished Airing,Madhouse,X/1999 (X - The Movie),Movie
156,"Oct 3, 2001 to Mar 27, 2002",24 min. per ep.,24,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",1203,1468,R+ - Mild Nudity,7.54,25289,Manga,Finished Airing,Madhouse,X,TV
157,"Jan 6, 2005 to Jun 30, 2005",23 min. per ep.,26,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",841,3111,PG-13 - Teens 13 or older,7.09,40796,Manga,Finished Airing,Xebec,Mahou Sensei Negima! (Negima!),TV
158,"Jan 8, 2004 to Apr 1, 2004",24 min. per ep.,13,"Drama, Romance, Shoujo, Shoujo Ai, Slice of Life",1604,1680,PG-13 - Teens 13 or older,7.47,13238,Light novel,Finished Airing,Studio Deen,Maria-sama ga Miteru (Maria Watches Over Us),TV
159,"Apr 7, 2004 to Sep 22, 2004",23 min. per ep.,24,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",2913,5658,PG-13 - Teens 13 or older,6.42,4425,Manga,Finished Airing,"Gainax,       J.C.Staff",Boukyaku no Senritsu (The Melody of Oblivion),TV
160,"Oct 14, 1999 to Jan 20, 2000",25 min. per ep.,13,"Adventure, Drama, Fantasy, Military, Sci-Fi",1036,881,R - 17+ (violence & profanity),7.79,22138,Original,Finished Airing,AIC,"Ima, Soko ni Iru Boku (Now and Then, Here and There)",TV
161,"Oct 8, 2003 to Mar 24, 2004",24 min. per ep.,24,"Action, Comedy, Historical, Samurai, Shounen",1589,1889,R - 17+ (violence & profanity),7.42,16578,Manga,Finished Airing,Gonzo,Peace Maker Kurogane,TV
162,"Apr 7, 2002 to Sep 29, 2002",24 min. per ep.,26,"Comedy, Fantasy, Kids, Romance, School, Shounen",2538,3239,G - All Ages,7.06,7509,Manga,Finished Airing,Madhouse,Pita Ten (Pita-Ten),TV
163,"Apr 3, 1999 to Sep 25, 1999",20 min. per ep.,26,"Adventure, Comedy, Fantasy, Historical, Shounen",4460,5126,PG - Children,6.57,2329,Game,Finished Airing,Studio Pierrot,Power Stone,TV
164,12-Jul-97,2 hr. 10 min.,1,"Action, Adventure, Fantasy",76,25,PG-13 - Teens 13 or older,8.81,271239,Original,Finished Airing,Studio Ghibli,Mononoke Hime (Princess Mononoke),Movie
165,"Jan 21, 2002 to Sep 10, 2002",23 min. per ep.,26,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",956,1497,PG-13 - Teens 13 or older,7.53,29180,Original,Finished Airing,Bones,RahXephon,TV
166,"Jun 12, 2004 to Dec 25, 2004",26 min. per ep.,26,"Historical, Mecha, Samurai, Sci-Fi",855,1328,PG-13 - Teens 13 or older,7.59,41650,Other,Finished Airing,Gonzo,Samurai 7,TV
167,"Apr 8, 2003 to Oct 7, 2003",23 min. per ep.,24,"Adventure, Comedy, Drama, Fantasy, Mecha, Sci-Fi, Shounen",1080,1544,PG-13 - Teens 13 or older,7.51,26900,Light novel,Finished Airing,Bones,Scrapped Princess,TV
168,"Jul 4, 2001 to Dec 26, 2001",24 min. per ep.,26,"Action, Sci-Fi, Adventure, Super Power, Drama",1168,1821,PG-13 - Teens 13 or older,7.44,27909,Original,Finished Airing,Sunrise,s.CRY.ed (s-CRY-ed),TV
169,"Oct 10, 2003 to Dec 26, 2003",24 min. per ep.,12,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",695,3200,R - 17+ (violence & profanity),7.07,47464,Visual novel,Finished Airing,J.C.Staff,Shingetsutan Tsukihime (Lunar Legend Tsukihime),TV
170,"Oct 16, 1993 to Mar 23, 1996",23 min. per ep.,101,"Comedy, Sports, Drama, School, Shounen",730,84,PG-13 - Teens 13 or older,8.55,46491,Manga,Finished Airing,Toei Animation,Slam Dunk,TV
171,"Jul 11, 2000 to Sep 26, 2000",20 min. per ep.,13,"Adventure, Drama, Fantasy",6036,5050,PG - Children,6.59,714,Original,Finished Airing,Hal Film Maker,Strange Dawn,TV
173,"Oct 6, 2004 to Mar 30, 2005",24 min. per ep.,25,"Comedy, Drama, Fantasy, Mystery, Shounen, Super Power",1856,2274,PG-13 - Teens 13 or older,7.32,10130,Manga,Finished Airing,Studio Deen,Tactics,TV
174,"Apr 2, 2004 to Sep 17, 2004",23 min. per ep.,24,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",592,3172,R - 17+ (violence & profanity),7.08,59756,Manga,Finished Airing,Madhouse,Tenjou Tenge (Tenjho Tenge),TV
175,"Apr 2, 2002 to Sep 24, 2002",25 min. per ep.,26,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",2381,4539,PG-13 - Teens 13 or older,6.72,8077,Manga,Finished Airing,Studio Pierrot,Tokyo Underground,TV
176,"Jul 24, 2003 to Dec 26, 2003",28 min. per ep.,4,"Adventure, Romance",4391,6097,PG-13 - Teens 13 or older,6.3,2042,Unknown,Finished Airing,Seven Arcs,Triangle Heart: Sweet Songs Forever,OVA
177,"Apr 9, 2005 to Oct 15, 2005",25 min. per ep.,26,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",429,1164,PG-13 - Teens 13 or older,7.66,65552,Manga,Finished Airing,Bee Train,Tsubasa Chronicle (Tsubasa RESERVoir CHRoNiCLE),TV
178,"May 20, 2003 to Nov 11, 2003",24 min. per ep.,26,"Magic, Comedy, Romance, School, Shoujo",2251,2423,G - All Ages,7.28,9069,Manga,Finished Airing,Production Reed,Ultra Maniac (Ultramaniac - Magical Girl),TV
179,6-Aug-02,21 min.,1,"Magic, Comedy, Romance, School",4653,4236,G - All Ages,6.79,1868,Unknown,Finished Airing,Production Reed,Ultra Maniac OVA,OVA
180,"Oct 3, 2000 to Dec 19, 2000",22 min. per ep.,13,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",1158,2276,PG-13 - Teens 13 or older,7.32,31920,Original,Finished Airing,Gonzo,Vandread,TV
181,"Oct 5, 2001 to Jan 18, 2002",22 min. per ep.,13,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",1563,1506,PG-13 - Teens 13 or older,7.53,23928,Original,Finished Airing,Gonzo,Vandread: The Second Stage,TV
182,"Apr 2, 1996 to Sep 24, 1996",24 min. per ep.,26,"Adventure, Romance, Fantasy, Mecha, Shoujo",776,906,PG-13 - Teens 13 or older,7.78,43338,Original,Finished Airing,Sunrise,Tenkuu no Escaflowne (The Vision of Escaflowne),TV
183,"May 6, 2002 to Feb 3, 2003",24 min. per ep.,39,"School, Shounen, Sports",3446,1551,G - All Ages,7.51,4182,Manga,Finished Airing,Studio Comet,Whistle!,TV
184,"Jan 6, 2005 to Mar 24, 2005",23 min. per ep.,12,"Action, Mecha, Sci-Fi, Shounen, Space",2739,5551,PG-13 - Teens 13 or older,6.46,6292,Game,Finished Airing,Toei Animation,Xenosaga The Animation,TV
185,"Apr 19, 1998 to Dec 6, 1998",25 min. per ep.,26,"Action, Cars, Drama, Seinen, Sports",822,260,PG-13 - Teens 13 or older,8.25,45281,Manga,Finished Airing,"Studio Gallop,       Studio Comet",Initial D First Stage,TV
186,"Oct 15, 1999 to Jan 21, 2000",23 min. per ep.,13,"Action, Cars, Drama, Seinen, Sports",1190,377,PG-13 - Teens 13 or older,8.14,35392,Manga,Finished Airing,Pastel,Initial D Second Stage,TV
187,13-Jan-01,1 hr. 45 min.,1,"Action, Cars, Sports, Drama, Seinen",1347,561,PG-13 - Teens 13 or older,7.98,30336,Manga,Finished Airing,Studio Deen,Initial D Third Stage,Movie
188,"Sep 25, 1998 to Mar 25, 1999",30 min. per ep.,4,"Comedy, Hentai, Mystery, Supernatural",6866,/A,Rx - Hentai,6.31,452,Original,Finished Airing,"None found, add some",Gosenzo San&#039;e (Masquerade),OVA
189,"Apr 19, 2000 to Sep 27, 2000",23 min. per ep.,24,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",355,2447,PG-13 - Teens 13 or older,7.27,94443,Manga,Finished Airing,Xebec,Love Hina,TV
190,"Jan 26, 2002 to Mar 27, 2002",30 min. per ep.,3,"Comedy, Drama, Ecchi, Romance, Shounen",1043,2184,PG-13 - Teens 13 or older,7.34,41176,Manga,Finished Airing,Xebec,Love Hina Again,OVA
191,25-Dec-00,46 min.,1,"Slice of Life, Comedy, Romance",1355,1851,PG-13 - Teens 13 or older,7.43,30027,Manga,Finished Airing,"None found, add some",Love Hina Christmas Special: Silent Eve (Love Hina Christmas Movie),Special
192,2-Apr-01,46 min.,1,"Adventure, Comedy, Romance",1459,2331,PG-13 - Teens 13 or older,7.3,26713,Unknown,Finished Airing,Xebec,Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,Special
193,"Oct 14, 2003 to Apr 6, 2004",24 min. per ep.,24,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",1028,3531,R+ - Mild Nudity,6.98,34295,Light novel,Finished Airing,J.C.Staff,Maburaho,TV
194,"Dec 21, 2002 to Oct 20, 2004",30 min. per ep.,5,"Adventure, Mecha, Military, Sci-Fi, Shounen",2016,1135,R+ - Mild Nudity,7.67,13869,Unknown,Finished Airing,Satelight,Macross Zero,OVA
195,"Jan 10, 2002 to Mar 28, 2002",23 min. per ep.,12,"Sci-Fi, Comedy, Drama, Romance, School",625,2239,PG-13 - Teens 13 or older,7.33,62799,Original,Finished Airing,Daume,Onegai\xe2\x98\x86Teacher (Please Teacher!),TV
196,"Jul 15, 2003 to Oct 14, 2003",25 min. per ep.,12,"Comedy, Drama, Harem, School, Sci-Fi",1059,3355,PG-13 - Teens 13 or older,7.03,37243,Original,Finished Airing,Daume,Onegai\xe2\x98\x86Twins (Please Twins),TV
197,"Apr 2, 2002 to Dec 21, 2002",15 min. per ep.,24,"Comedy, Ecchi, Romance, School, Sci-Fi",2481,4817,R+ - Mild Nudity,6.65,7630,Manga,Finished Airing,"Madhouse,       Imagin",Rizelmine,TV
198,"Apr 8, 2005 to Sep 30, 2005",23 min. per ep.,24,"Action, Mystery, Super Power",965,1785,R+ - Mild Nudity,7.45,27460,Original,Finished Airing,Gonzo,Speed Grapher,TV
199,20-Jul-01,2 hr. 5 min.,1,"Adventure, Supernatural, Drama",34,16,PG - Children,8.93,398575,Original,Finished Airing,Studio Ghibli,Sen to Chihiro no Kamikakushi (Spirited Away),Movie
200,"Apr 6, 2002 to Mar 29, 2003",24 min. per ep.,50,"Comedy, Magic, Romance, Shounen",2584,1357,PG-13 - Teens 13 or older,7.58,6180,Manga,Finished Airing,TMS Entertainment,Tenshi na Konamaiki (Cheeky Angel),TV
201,"Mar 27, 1992 to Aug 28, 1992",29 min. per ep.,6,"Comedy, Drama, Ecchi, Romance",2678,2341,R+ - Mild Nudity,7.3,7782,Manga,Finished Airing,Production I.G,Video Girl Ai,OVA
202,"Jan 7, 2003 to Jul 29, 2003",23 min. per ep.,26,"Action, Sci-Fi, Adventure, Mystery, Drama, Fantasy",307,663,R - 17+ (violence & profanity),7.92,83724,Original,Finished Airing,Bones,Wolf&#039;s Rain,TV
203,"Aug 25, 1999 to Nov 25, 2000",30 min. per ep.,5,"Adventure, Demons, Fantasy, Hentai, Magic",4175,/A,Rx - Hentai,6.88,2562,Visual novel,Finished Airing,Arms,Words Worth,OVA
204,"Jan 9, 2004 to Mar 26, 2004",24 min. per ep.,12,"Action, Comedy, Ecchi, Harem, Super Power",2317,6295,PG-13 - Teens 13 or older,6.24,9828,Visual novel,Finished Airing,Studio Deen,Yumeria,TV
205,"May 20, 2004 to Mar 19, 2005",24 min. per ep.,26,"Action, Adventure, Comedy, Historical, Samurai, Shounen",58,100,R - 17+ (violence & profanity),8.5,251822,Original,Finished Airing,Manglobe,Samurai Champloo,TV
206,"Apr 1, 1998 to Sep 30, 1998",24 min. per ep.,27,"Action, Adventure, Drama, Magic, Romance, Fantasy",2494,2564,PG-13 - Teens 13 or older,7.24,7096,Novel,Finished Airing,AIC,Lodoss-tou Senki: Eiyuu Kishi Den,TV
207,"Jun 30, 1990 to Nov 23, 1991",25 min. per ep.,13,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",1768,1490,R - 17+ (violence & profanity),7.53,13847,Novel,Finished Airing,Madhouse,Lodoss-tou Senki (Record of Lodoss War),OVA
208,"May 23, 2001 to Feb 6, 2002",33 min. per ep.,3,"Action, Adventure, Historical, Magic, Mystery, Sci-Fi",1425,930,PG-13 - Teens 13 or older,7.77,24905,Light novel,Finished Airing,Studio Deen,R.O.D OVA (R.O.D - Read or Die),OVA
209,"Sep 1, 2003 to Mar 16, 2004",25 min. per ep.,26,"Action, Adventure, Comedy, Drama, Sci-Fi, Super Power",1292,1233,PG-13 - Teens 13 or older,7.63,21298,Light novel,Finished Airing,J.C.Staff,R.O.D the TV (R.O.D -The TV-),TV
210,"Apr 15, 1989 to Sep 25, 1992",24 min. per ep.,161,"Slice of Life, Comedy, Martial Arts, Fantasy",554,754,R+ - Mild Nudity,7.86,53085,Manga,Finished Airing,Studio Deen,Ranma \xc2\xbd,TV
211,"Sep 25, 2001 to Dec 21, 2001",30 min. per ep.,2,Hentai,6020,/A,Rx - Hentai,6.36,901,Visual novel,Finished Airing,"None found, add some",Pure Mail,OVA
212,21-Jun-86,1 hr. 24 min.,1,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",3449,3440,PG-13 - Teens 13 or older,7.01,4127,Original,Finished Airing,APPP,Project A-Ko,Movie
213,"Oct 24, 1997 to Apr 24, 1998",29 min. per ep.,3,"Comedy, Romance, Hentai",5861,/A,Rx - Hentai,6.15,854,Unknown,Finished Airing,"None found, add some",Pia Carrot e Youkoso!! (Welcome to Pia Carrot),OVA
214,"Oct 23, 1998 to Apr 23, 1999",30 min. per ep.,3,"Comedy, Romance, Hentai",6663,/A,Rx - Hentai,6.34,585,Unknown,Finished Airing,"None found, add some",Pia Carrot e Youkoso!! 2 (Welcome To Pia Carrot 2),OVA
215,"Dec 18, 1999 to Oct 25, 2000",28 min. per ep.,6,"Comedy, Romance",6672,5358,PG-13 - Teens 13 or older,6.51,624,Unknown,Finished Airing,"None found, add some",Pia Carrot e Youkoso!! 2 DX,OVA
216,19-Oct-02,48 min.,1,"Comedy, Romance",6193,6688,PG-13 - Teens 13 or older,6.09,823,Visual novel,Finished Airing,Bones,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,Movie
217,"Oct 21, 1994 to Nov 22, 1995",30 min. per ep.,5,"Comedy, Drama, Hentai, Romance",6607,/A,Rx - Hentai,6.45,578,Unknown,Finished Airing,"None found, add some",Shin Angel (New Angel),OVA
218,"Oct 1, 1996 to Mar 25, 1997",23 min. per ep.,26,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",1803,1299,PG-13 - Teens 13 or older,7.6,12491,Original,Finished Airing,Xebec,Kidou Senkan Nadesico (Martian Successor Nadesico),TV
219,1-Aug-98,1 hr. 19 min.,1,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",3209,3817,R - 17+ (violence & profanity),6.89,5717,Original,Finished Airing,Xebec,Kidou Senkan Nadesico: The Prince of Darkness,Movie
220,"Oct 29, 1999 to Sep 25, 2000",30 min. per ep.,4,"Hentai, Horror",6684,/A,Rx - Hentai,6.01,591,Unknown,Finished Airing,"None found, add some",Kuro no Danshou (Mystery of the Necronomicon),OVA
221,"May 25, 2000 to Jun 25, 2001",30 min. per ep.,2,"Action, Comedy, Hentai, Sci-Fi",2625,/A,Rx - Hentai,6.74,8682,Original,Finished Airing,Arms,Mezzo Forte,OVA
222,"Jan 4, 2004 to Mar 28, 2004",25 min. per ep.,13,"Action, Adventure, Comedy, Mystery, Sci-Fi",2954,4320,R+ - Mild Nudity,6.77,5662,Original,Finished Airing,Arms,Mezzo DSA,TV
223,"Feb 26, 1986 to Apr 12, 1989",24 min. per ep.,153,"Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",99,347,PG-13 - Teens 13 or older,8.16,235194,Manga,Finished Airing,Toei Animation,Dragon Ball,TV
225,"Feb 7, 1996 to Nov 19, 1997",23 min. per ep.,64,"Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power",189,4593,PG-13 - Teens 13 or older,6.7,172512,Manga,Finished Airing,Toei Animation,Dragon Ball GT,TV
226,"Jul 25, 2004 to Oct 17, 2004",25 min. per ep.,13,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",14,834,R+ - Mild Nudity,7.81,445411,Manga,Finished Airing,Arms,Elfen Lied,TV
227,"Apr 26, 2000 to Mar 16, 2001",25 min. per ep.,6,"Action, Sci-Fi, Comedy, Parody, Dementia, Mecha",109,458,PG-13 - Teens 13 or older,8.06,200443,Original,Finished Airing,"Gainax,       Production I.G",FLCL,OVA
228,"Oct 5, 2005 to Apr 5, 2006",25 min. per ep.,26,"Mystery, Horror, Psychological, Supernatural",295,920,R - 17+ (violence & profanity),7.77,75773,Original,Finished Airing,Studio Deen,Jigoku Shoujo (Hell Girl),TV
229,"Jul 10, 2004 to Sep 25, 2004",24 min. per ep.,12,"Comedy, Parody, Martial Arts",2056,3435,R - 17+ (violence & profanity),7.01,11754,Manga,Finished Airing,ufotable,Ninin ga Shinobuden (Ninja Nonsense),TV
230,"Apr 2, 2003 to Oct 1, 2003",24 min. per ep.,27,"Action, Comedy, Martial Arts, Seinen",2074,2956,R - 17+ (violence & profanity),7.13,10063,Manga,Finished Airing,Toei Animation,Air Master,TV
231,"Jul 4, 2002 to Dec 26, 2002",12 min. per ep.,26,"Action, Comedy, Drama, Fantasy, Magic, School, Sci-Fi, Shounen, Slice of Life, Super Power, Supernatural",4312,6107,PG - Children,6.29,1563,Manga,Finished Airing,"Chaos Project,       GANSIS",Asagiri no Miko (Shrine of the Morning Mist),TV
232,"Apr 7, 1998 to Mar 21, 2000",25 min. per ep.,70,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",279,325,PG - Children,8.18,105400,Manga,Finished Airing,Madhouse,Cardcaptor Sakura,TV
233,"Mar 28, 2000 to Feb 26, 2002",25 min. per ep.,78,"Comedy, Sci-Fi, Shoujo",2817,873,G - All Ages,7.79,5996,Manga,Finished Airing,J.C.Staff,Daa! Daa! Daa!,TV
234,"Apr 3, 2004 to Sep 25, 2004",24 min. per ep.,26,"Adventure, Sports, Shounen",5620,4205,G - All Ages,6.79,1068,Manga,Finished Airing,Tokyo Kids,Dan Doh!!,TV
235,"Jan 8, 1996 to ?",25 min.,Unknown,"Adventure, Comedy, Mystery, Police, Shounen",488,257,PG-13 - Teens 13 or older,8.25,66558,Manga,Currently Airing,TMS Entertainment,Detective Conan (Case Closed),TV
236,"Apr 1, 2003 to Sep 23, 2003",23 min. per ep.,26,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",2983,4470,PG-13 - Teens 13 or older,6.73,5285,Manga,Finished Airing,Studio Pierrot,E&#039;s Otherwise,TV
237,"Apr 17, 2005 to Apr 2, 2006",24 min. per ep.,50,"Sci-Fi, Adventure, Drama, Romance, Mecha",173,337,PG-13 - Teens 13 or older,8.17,114134,Original,Finished Airing,Bones,Eureka Seven,TV
238,"Jul 19, 1997 to Jul 10, 1998",23 min. per ep.,42,"Action, Adventure, Martial Arts, Shounen, Super Power",1576,1861,PG-13 - Teens 13 or older,7.43,16968,Manga,Finished Airing,Studio Pierrot,Rekka no Honoo (Flame of Recca),TV
239,"Oct 6, 2004 to Mar 30, 2005",24 min. per ep.,24,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",568,264,R - 17+ (violence & profanity),8.24,38276,Novel,Finished Airing,Gonzo,Gankutsuou (Gankutsuou: The Count of Monte Cristo),TV
